Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Lat,Long_,Active,Combined_Key
Alaska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Alaska, US"
Washington,US,2020-03-23,33,0,0,-19.015438,29.154857,33,"Washington, US"
Alaska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Alaska, US"
Washington,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Washington, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Mississippi,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Mississippi, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Texas,US,2020-03-23,10,0,0,-19.015438,29.154857,10,"Texas, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
Washington,US,2020-03-23,519,11,0,-19.015438,29.154857,508,"Washington, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
New Mexico,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"New Mexico, US"
California,US,2020-03-23,14,0,0,-19.015438,29.154857,14,"California, US"
Maine,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Maine, US"
Maryland,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Maryland, US"
New Jersey,US,2020-03-23,67,1,0,-19.015438,29.154857,66,"New Jersey, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
California,US,2020-03-23,29,1,0,-19.015438,29.154857,28,"California, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
Alaska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Alaska, US"
Georgia,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Georgia, US"
South Carolina,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"South Carolina, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Kentucky,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Kentucky, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Washington,US,2020-03-23,20,0,0,-19.015438,29.154857,20,"Washington, US"
Virginia,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Virginia, US"
Louisiana,US,2020-03-23,15,0,0,-19.015438,29.154857,15,"Louisiana, US"
Louisiana,US,2020-03-23,15,0,0,-19.015438,29.154857,15,"Louisiana, US"
Missouri,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Missouri, US"
Alabama,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Alabama, US"
Illinois,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Illinois, US"
Michigan,US,2020-03-23,7,0,0,-19.015438,29.154857,7,"Michigan, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
Wisconsin,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Wisconsin, US"
Arkansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Arkansas, US"
Missouri,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Missouri, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Louisiana,US,2020-03-23,8,1,0,-19.015438,29.154857,7,"Louisiana, US"
Louisiana,US,2020-03-23,16,0,0,-19.015438,29.154857,16,"Louisiana, US"
Florida,US,2020-03-23,18,0,0,-19.015438,29.154857,18,"Florida, US"
Indiana,US,2020-03-23,17,0,0,-19.015438,29.154857,17,"Indiana, US"
Michigan,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Michigan, US"
Louisiana,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Louisiana, US"
New York,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"New York, US"
Minnesota,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Minnesota, US"
Missouri,US,2020-03-23,69,1,0,-19.015438,29.154857,68,"Missouri, US"
Missouri,US,2020-03-23,15,1,0,-19.015438,29.154857,14,"Missouri, US"
Florida,US,2020-03-23,5,0,0,-19.015438,29.154857,5,"Florida, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Louisiana,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Louisiana, US"
Maryland,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Maryland, US"
Louisiana,US,2020-03-23,47,0,0,-19.015438,29.154857,47,"Louisiana, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Virginia,US,2020-03-23,6,0,0,-19.015438,29.154857,6,"Virginia, US"
California,US,2020-03-23,8,0,0,-19.015438,29.154857,8,"California, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
North Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Carolina, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Nebraska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nebraska, US"
Illinois,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Illinois, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Ohio,US,2020-03-23,12,1,0,-19.015438,29.154857,11,"Ohio, US"
Indiana,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Indiana, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
Minnesota,US,2020-03-23,5,0,0,-19.015438,29.154857,5,"Minnesota, US"
Minnesota,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Minnesota, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Oklahoma,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Illinois,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Illinois, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
New York,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"New York, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Minnesota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Minnesota, US"
Washington,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Washington, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
North Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Carolina, US"
Arkansas,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Arkansas, US"
Mississippi,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Mississippi, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Nevada,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nevada, US"
Iowa,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Iowa, US"
New Hampshire,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"New Hampshire, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Wyoming,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wyoming, US"
Massachusetts,US,2020-03-23,154,1,0,-19.015438,29.154857,153,"Massachusetts, US"
New York,US,2020-03-23,1458,13,0,-19.015438,29.154857,1445,"New York, US"
Virginia,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Virginia, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
New Hampshire,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"New Hampshire, US"
New York,US,2020-03-23,12,0,0,-19.015438,29.154857,12,"New York, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Tennessee,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Tennessee, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
West Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"West Virginia, US"
Colorado,US,2020-03-23,7,0,0,-19.015438,29.154857,7,"Colorado, US"
Ohio,US,2020-03-23,28,0,0,-19.015438,29.154857,28,"Ohio, US"
Utah,US,2020-03-23,65,0,0,-19.015438,29.154857,65,"Utah, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Tennessee,US,2020-03-23,34,0,0,-19.015438,29.154857,34,"Tennessee, US"
Alabama,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Alabama, US"
Florida,US,2020-03-23,8,0,0,-19.015438,29.154857,8,"Florida, US"
Georgia,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Georgia, US"
South Carolina,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"South Carolina, US"
Mississippi,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Mississippi, US"
North Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Carolina, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Delaware,US,2020-03-23,18,0,0,-19.015438,29.154857,18,"Delaware, US"
New Jersey,US,2020-03-23,15,0,0,-19.015438,29.154857,15,"New Jersey, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
California,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"California, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Florida,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Florida, US"
North Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Carolina, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Wyoming,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wyoming, US"
Minnesota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Minnesota, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Maryland,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Maryland, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Alabama,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Alabama, US"
Mississippi,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Mississippi, US"
Alabama,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Alabama, US"
Iowa,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Iowa, US"
Missouri,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Missouri, US"
Louisiana,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Louisiana, US"
New Mexico,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"New Mexico, US"
Texas,US,2020-03-23,57,1,0,-19.015438,29.154857,56,"Texas, US"
Mississippi,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Mississippi, US"
Georgia,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Georgia, US"
Florida,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Florida, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Iowa,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Iowa, US"
Kentucky,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kentucky, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
West Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"West Virginia, US"
Wisconsin,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wisconsin, US"
Illinois,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Illinois, US"
Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Virginia, US"
California,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"California, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Colorado,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Colorado, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Louisiana,US,2020-03-23,14,0,0,-19.015438,29.154857,14,"Louisiana, US"
Georgia,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Georgia, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Idaho,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Idaho, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Wyoming,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Wyoming, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
Oklahoma,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Nebraska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nebraska, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Nebraska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nebraska, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Nebraska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nebraska, US"
Washington,US,2020-03-23,11,0,0,-19.015438,29.154857,11,"Washington, US"
Georgia,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Georgia, US"
Oregon,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oklahoma,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
New York,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"New York, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Mississippi,US,2020-03-23,9,0,0,-19.015438,29.154857,9,"Mississippi, US"
Indiana,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Indiana, US"
Indiana,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Indiana, US"
Tennessee,US,2020-03-23,6,0,0,-19.015438,29.154857,6,"Tennessee, US"
Mississippi,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Mississippi, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Kentucky,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kentucky, US"
Minnesota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Minnesota, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Connecticut,US,2020-03-23,16,2,0,-19.015438,29.154857,14,"Connecticut, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
New York,US,2020-03-23,15,0,0,-19.015438,29.154857,15,"New York, US"
Utah,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Utah, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
New Mexico,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"New Mexico, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
North Carolina,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"North Carolina, US"
Minnesota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Minnesota, US"
Texas,US,2020-03-23,79,0,0,-19.015438,29.154857,79,"Texas, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Wisconsin,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wisconsin, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Kentucky,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kentucky, US"
Kentucky,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kentucky, US"
California,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"California, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Georgia,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Georgia, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Ohio,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Ohio, US"
West Virginia,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"West Virginia, US"
California,US,2020-03-23,16,0,0,-19.015438,29.154857,16,"California, US"
Oklahoma,US,2020-03-23,11,1,0,-19.015438,29.154857,10,"Oklahoma, US"
Mississippi,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Mississippi, US"
California,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"California, US"
Georgia,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Georgia, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Alabama,US,2020-03-23,9,0,0,-19.015438,29.154857,9,"Alabama, US"
Ohio,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Ohio, US"
Michigan,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Michigan, US"
Georgia,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Georgia, US"
Idaho,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Idaho, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
West Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"West Virginia, US"
North Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Carolina, US"
Wyoming,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wyoming, US"
Utah,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Utah, US"
New York,US,2020-03-23,18,0,0,-19.015438,29.154857,18,"New York, US"
Oregon,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Oregon, US"
Arkansas,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Arkansas, US"
Colorado,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Colorado, US"
Florida,US,2020-03-23,0,1,0,-19.015438,29.154857,-1,"Florida, US"
Georgia,US,2020-03-23,45,10,0,-19.015438,29.154857,35,"Georgia, US"
Illinois,US,2020-03-23,63,0,0,-19.015438,29.154857,63,"Illinois, US"
Indiana,US,2020-03-23,56,0,0,-19.015438,29.154857,56,"Indiana, US"
Kentucky,US,2020-03-23,15,0,0,-19.015438,29.154857,15,"Kentucky, US"
Louisiana,US,2020-03-23,11,0,0,-19.015438,29.154857,11,"Louisiana, US"
Maine,US,2020-03-23,5,0,0,-19.015438,29.154857,5,"Maine, US"
Massachusetts,US,2020-03-23,53,7,0,-19.015438,29.154857,46,"Massachusetts, US"
Minnesota,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Minnesota, US"
Missouri,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Missouri, US"
Montana,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Montana, US"
Nevada,US,2020-03-23,89,0,0,-19.015438,29.154857,89,"Nevada, US"
New Hampshire,US,2020-03-23,23,0,0,-19.015438,29.154857,23,"New Hampshire, US"
New Jersey,US,2020-03-23,419,9,0,-19.015438,29.154857,410,"New Jersey, US"
New York,US,2020-03-23,107,36,0,-19.015438,29.154857,71,"New York, US"
Rhode Island,US,2020-03-23,5,0,0,-19.015438,29.154857,5,"Rhode Island, US"
Tennessee,US,2020-03-23,54,0,0,-19.015438,29.154857,54,"Tennessee, US"
Vermont,US,2020-03-23,0,3,0,-19.015438,29.154857,-3,"Vermont, US"
Washington,US,2020-03-23,145,0,0,-19.015438,29.154857,145,"Washington, US"
Wuhan Evacuee,US,2020-03-23,4,0,0,-19.015438,29.154857,4,"Wuhan Evacuee, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Arkansas,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Arkansas, US"
Florida,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Florida, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Illinois,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Illinois, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Iowa,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Iowa, US"
Kentucky,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kentucky, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Mississippi,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Mississippi, US"
New Jersey,US,2020-03-23,189,0,0,-19.015438,29.154857,189,"New Jersey, US"
New Mexico,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"New Mexico, US"
North Carolina,US,2020-03-23,13,0,0,-19.015438,29.154857,13,"North Carolina, US"
Ohio,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Ohio, US"
Oregon,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Oregon, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
South Carolina,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
West Virginia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"West Virginia, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Utah,US,2020-03-23,11,0,0,-19.015438,29.154857,11,"Utah, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Alaska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Alaska, US"
New Mexico,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"New Mexico, US"
Idaho,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Idaho, US"
Montana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Montana, US"
Nebraska,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Nebraska, US"
Arkansas,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Arkansas, US"
Iowa,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Iowa, US"
Michigan,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Michigan, US"
Tennessee,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Ohio,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Ohio, US"
Texas,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Texas, US"
North Carolina,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"North Carolina, US"
Indiana,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Indiana, US"
Pennsylvania,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
California,US,2020-03-23,30,1,0,-19.015438,29.154857,29,"California, US"
Illinois,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Illinois, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Louisiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Louisiana, US"
Missouri,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Missouri, US"
Wisconsin,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wisconsin, US"
Texas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Texas, US"
Indiana,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Indiana, US"
Wisconsin,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Wisconsin, US"
Ohio,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Ohio, US"
Virginia,US,2020-03-23,17,0,0,-19.015438,29.154857,17,"Virginia, US"
Florida,US,2020-03-23,16,0,0,-19.015438,29.154857,16,"Florida, US"
Illinois,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Illinois, US"
Indiana,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Indiana, US"
Minnesota,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Minnesota, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Minnesota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Minnesota, US"
Oklahoma,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Washington,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Washington, US"
North Carolina,US,2020-03-23,52,0,0,-19.015438,29.154857,52,"North Carolina, US"
Florida,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Florida, US"
Maine,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Maine, US"
Alabama,US,2020-03-23,3,0,0,-19.015438,29.154857,3,"Alabama, US"
Georgia,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Georgia, US"
Texas,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Texas, US"
Washington,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Washington, US"
Washington,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Washington, US"
Kansas,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Kansas, US"
Texas,US,2020-03-23,1,0,0,-19.015438,29.154857,1,"Texas, US"
Oregon,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"Oregon, US"
North Dakota,US,2020-03-23,0,0,0,-19.015438,29.154857,0,"North Dakota, US"
Mississippi,US,2020-03-23,2,0,0,-19.015438,29.154857,2,"Mississippi, US"
Florida,US,2020-03-23,9,0,0,-19.015438,29.154857,9,"Florida, US"
