Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Lat,Long_,Active,Combined_Key
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oklahoma,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oklahoma, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Oregon,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Oregon, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
Pennsylvania,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Pennsylvania, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Carolina,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Carolina, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
South Dakota,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"South Dakota, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Tennessee,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Tennessee, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
Texas,US,2020-03-22,0,0,0,-19.015438,29.154857,0,"Texas, US"
